"Client","Country","Date Month","Uniques","Time Watched Minutes","Avg Min per Unique","Sessions"
"Canela","Martinique","Aug-2024",6,4.199999999999999,0.7000000000000001,12
"Canela","Mauritania","Aug-2024",19,4.75,0.25,25
"Canela","Mauritius","Aug-2024",27,22.66666666666667,0.8395061728395062,37
"Canela","Mexico","Aug-2024",1243114,14295665.0500369,11.499882593229584,3526668
"Canela","Moldova","Aug-2024",11,9.85,0.8954545454545454,103
"Canela","Montenegro","Aug-2024",8,1.4666666666666666,0.18333333333333332,11
"Canela","Morocco","Aug-2024",654,674.3333333333338,1.0310907237512743,876
"Canela","Mozambique","Aug-2024",102,144.08333333333331,1.4125816993464053,131
"Canela","Myanmar [Burma]","Aug-2024",323,2134.2999999999997,6.6077399380804955,392
"Canela","Namibia","Aug-2024",5,16.95,3.3899999999999997,8
"Canela","Nepal","Aug-2024",31,19.86666666666667,0.6408602150537634,37
"Canela","Netherlands","Aug-2024",1359,157254.71666666702,115.71355163110131,2238
"Canela","New Zealand","Aug-2024",59,797.2666666666667,13.512994350282485,116
"Canela","Nicaragua","Aug-2024",5105,80189.56666666848,15.708044400914137,18804
"Canela","Niger","Aug-2024",3,0.18333333333333335,0.06111111111111111,3
"Canela","Nigeria","Aug-2024",222,159.45000000000013,0.7182432432432432,265
"Canela","Norway","Aug-2024",40,49.86666666666669,1.2466666666666666,70
"Canela","Oman","Aug-2024",30,9.73333333333333,0.3244444444444444,38
"Canela","Pakistan","Aug-2024",260,726.0166666666669,2.7923717948717948,441
"Canela","Palau","Aug-2024",1,0.45,0.45,1
"Canela","Palestinian Territories","Aug-2024",33,34.333333333333336,1.0404040404040404,39
"Canela","Panama","Aug-2024",4543,59127.616666667665,13.015103822730941,16888
"Canela","Papua New Guinea","Aug-2024",6,10.433333333333334,1.738888888888889,8
"Canela","Paraguay","Aug-2024",3922,85556.600000001,21.814533401325857,17938
"Canela","Peru","Aug-2024",157422,1806194.6833338432,11.473584907657973,493107
"Canela","Philippines","Aug-2024",75,54.416666666666664,0.7255555555555555,116
"Canela","Poland","Aug-2024",126,89.79999999999988,0.7126984126984127,220
"Canela","Portugal","Aug-2024",320,1257.033333333331,3.9282291666666667,739
"Canela","Puerto Rico","Aug-2024",18992,374734.5666666449,19.731179795001403,81088
"Canela","Qatar","Aug-2024",47,26.466666666666676,0.5631205673758864,62
"Canela","Romania","Aug-2024",121,193403.4666666667,1598.3757575757577,2136
"Canela","Russia","Aug-2024",275,2732.0333333333324,9.934666666666667,579
"Canela","Rwanda","Aug-2024",17,12.9,0.7588235294117647,20
"Canela","Réunion","Aug-2024",5,1.9833333333333336,0.39666666666666667,6
"Canela","Saint Helena","Aug-2024",1,0,0,1
"Canela","Saint Kitts and Nevis","Aug-2024",3,0.31666666666666665,0.10555555555555556,4
"Canela","Saint Lucia","Aug-2024",4,1.55,0.3875,4
"Canela","Saint Martin","Aug-2024",2,11.2,5.6,3
"Canela","Saint Vincent and the Grenadines","Aug-2024",1,12.700000000000001,12.7,4
"Canela","Saudi Arabia","Aug-2024",332,292.21666666666744,0.8801706827309236,440
"Canela","Senegal","Aug-2024",62,46.66666666666667,0.7526881720430108,81
