"Country","Date Month","Video Type","Uniques","Time Watched Minutes","Avg Min per Unique","Video Starts","Sessions"
"Saudi Arabia","Jan-2024","Feature",22,70.83333333333333,3.2196969696969693,58,52
"Saudi Arabia","Jul-2024","Feature",9,29.6,3.288888888888889,10,10
"Saudi Arabia","Jun-2024","Feature",5,67.76666666666667,13.553333333333333,26,14
"Saudi Arabia","Mar-2024","Feature",13,25.516666666666666,1.9628205128205127,24,20
"Saudi Arabia","May-2024","Feature",3,3.7333333333333334,1.2444444444444445,4,4
"Saudi Arabia","Oct-2024","Feature",1,38.983333333333334,38.983333333333334,1,1
"Senegal","Apr-2024","Feature",2,0.6833333333333333,0.3416666666666667,2,2
"Senegal","Aug-2024","Feature",1,4.05,4.05,2,2
"Senegal","Feb-2024","Feature",11,6.65,0.6045454545454546,19,18
"Senegal","Jan-2024","Feature",1,0.15,0.15,1,1
"Senegal","Mar-2024","Feature",1,0.3333333333333333,0.3333333333333333,1,1
"Senegal","May-2024","Feature",3,2.2666666666666666,0.7555555555555555,5,4
"Serbia","Apr-2024","Feature",2,32.46666666666667,16.233333333333334,9,9
"Serbia","Aug-2024","Feature",2,0.16666666666666666,0.08333333333333333,3,3
"Serbia","Feb-2024","Feature",4,27.3,6.825,4,4
"Serbia","Jan-2024","Feature",1,0.26666666666666666,0.26666666666666666,1,1
"Serbia","Jul-2024","Feature",1,0.06666666666666667,0.06666666666666667,1,1
"Serbia","Mar-2024","Feature",1,2.45,2.45,2,2
"Serbia","May-2024","Feature",1,0.1,0.1,1,1
"Serbia","Sep-2024","Feature",1,156.66666666666666,156.66666666666666,2,1
"Seychelles","Feb-2024","Feature",1,13.533333333333333,13.533333333333333,1,1
"Seychelles","May-2024","Feature",2,4.533333333333333,2.2666666666666666,3,3
"Sierra Leone","Apr-2024","Feature",3,5.916666666666667,1.9722222222222223,4,4
"Sierra Leone","Feb-2024","Feature",2,2.3,1.15,2,2
"Sierra Leone","May-2024","Feature",2,2.65,1.325,2,2
"Singapore","Apr-2024","Feature",4,2.9833333333333334,0.7458333333333333,4,4
"Singapore","Aug-2024","Feature",5,155.98333333333332,31.196666666666665,5,5
"Singapore","Dec-2024","Feature",1,0,0,1,1
"Singapore","Feb-2024","Feature",16,11.75,0.734375,30,22
"Singapore","Jan-2024","Feature",6,87.05,14.508333333333333,8,8
"Singapore","Jul-2024","Feature",3,87.56666666666666,29.188888888888886,3,3
"Singapore","Jun-2024","Feature",3,141.48333333333332,47.161111111111104,4,4
"Singapore","Mar-2024","Feature",6,52.4,8.733333333333333,18,15
"Singapore","May-2024","Feature",2,19.616666666666667,9.808333333333334,5,4
"Singapore","Nov-2024","Feature",1,0,0,1,1
"Singapore","Oct-2024","Feature",2,0.3333333333333333,0.16666666666666666,2,2
"Singapore","Sep-2024","Feature",3,0.2,0.06666666666666667,3,3
"Sint Maarten","Feb-2024","Feature",1,24.983333333333334,24.983333333333334,1,1
"Sint Maarten","Jan-2024","Feature",2,0,0,2,2
"Sint Maarten","May-2024","Feature",1,0.3,0.3,1,1
"Slovakia","Feb-2024","Feature",3,3.9,1.3,3,3
"Slovakia","Jan-2024","Feature",1,84.98333333333333,84.98333333333333,2,2
"Slovakia","Jun-2024","Feature",2,0.95,0.475,2,2
"Slovakia","Mar-2024","Feature",1,0.9666666666666667,0.9666666666666667,1,1
"Slovakia","May-2024","Feature",1,24.7,24.7,2,2
"Slovenia","Apr-2024","Feature",1,0,0,1,1
"Slovenia","Feb-2024","Feature",1,0.13333333333333333,0.13333333333333333,1,1
"Somalia","Apr-2024","Feature",8,10.016666666666667,1.2520833333333334,8,8
"Somalia","Feb-2024","Feature",13,80.93333333333334,6.225641025641026,23,18
"Somalia","Jan-2024","Feature",3,1.25,0.4166666666666667,3,3
"Somalia","Jul-2024","Feature",2,0.016666666666666666,0.008333333333333333,2,2
"Somalia","Jun-2024","Feature",2,4.783333333333333,2.3916666666666666,8,6
"Somalia","Mar-2024","Feature",3,0,0,3,3
"Somalia","May-2024","Feature",2,0.48333333333333334,0.24166666666666667,3,2
"Somalia","Sep-2024","Feature",1,0,0,1,1
"South Africa","Apr-2024","Feature",3,86.95,28.983333333333334,3,3
"South Africa","Aug-2024","Feature",1,101.35,101.35,2,2
"South Africa","Feb-2024","Feature",3,1.8666666666666667,0.6222222222222222,4,3
"South Africa","Jan-2024","Feature",2,16.666666666666668,8.333333333333334,4,3
"South Africa","Jul-2024","Feature",1,0,0,1,1
"South Africa","Jun-2024","Feature",4,4.15,1.0375,5,5
"South Africa","Mar-2024","Feature",2,125.95,62.975,2,2
"South Africa","May-2024","Feature",3,0.8333333333333334,0.2777777777777778,5,5
"South Korea","Apr-2024","Feature",1,0,0,1,1
"South Korea","Feb-2024","Feature",5,80.7,16.14,5,5
"South Korea","Jan-2024","Feature",5,12.85,2.57,6,6
"South Korea","Jun-2024","Feature",2,23.683333333333334,11.841666666666667,4,3
"South Korea","Mar-2024","Feature",3,0.35,0.11666666666666665,4,4
"South Korea","May-2024","Feature",1,0.13333333333333333,0.13333333333333333,2,1
"South Sudan","Feb-2024","Feature",2,0.9833333333333333,0.49166666666666664,2,2
"South Sudan","Jun-2024","Feature",2,24.733333333333334,12.366666666666667,4,3
"South Sudan","Mar-2024","Feature",1,0.21666666666666667,0.21666666666666667,1,1
"South Sudan","May-2024","Feature",1,1.8333333333333333,1.8333333333333333,3,3
"Spain","Apr-2024","Feature",74,1509.8333333333333,20.403153153153152,134,97
"Spain","Aug-2024","Feature",12,456.23333333333335,38.019444444444446,18,18
"Spain","Feb-2024","Feature",338,4609.083333333333,13.636341222879684,494,424
"Spain","Jan-2024","Feature",311,5245.35,16.86607717041801,450,426
"Spain","Jan-2025","Feature",1,0.03333333333333333,0.03333333333333333,2,1
"Spain","Jul-2024","Feature",27,459.9166666666667,17.033950617283953,43,42
"Spain","Jun-2024","Feature",54,1619.45,29.989814814814817,83,78
"Spain","Mar-2024","Feature",250,3233.5,12.934,327,305
"Spain","May-2024","Feature",109,3343.616666666667,30.675382262996944,231,228
"Spain","Nov-2024","Feature",9,313.85,34.87222222222223,17,17
"Spain","Oct-2024","Feature",17,420.45,24.73235294117647,38,37
"Spain","Sep-2024","Feature",18,1004.4,55.8,30,27
"Sri Lanka","Aug-2024","Feature",1,45.6,45.6,2,2
"Sri Lanka","Feb-2024","Feature",4,678.1166666666667,169.52916666666667,19,17
"Sri Lanka","Jan-2024","Feature",6,538.55,89.75833333333333,23,20
"Sudan","Feb-2024","Feature",1,3.8,3.8,8,5
"Sudan","Jan-2024","Feature",2,0.45,0.225,2,2
"Sudan","May-2024","Feature",1,0.85,0.85,1,1
"Suriname","Apr-2024","Feature",1,0,0,1,1
"Suriname","Aug-2024","Feature",1,5.183333333333334,5.183333333333334,11,3
"Suriname","Jan-2024","Feature",2,0.7833333333333333,0.39166666666666666,2,2
"Suriname","Mar-2024","Feature",1,0.31666666666666665,0.31666666666666665,1,1
"Suriname","May-2024","Feature",4,0.6,0.15,4,4
"Suriname","Oct-2024","Feature",1,0,0,1,1
"Suriname","Sep-2024","Feature",1,0.15,0.15,1,1
"Swaziland","Feb-2024","Feature",1,0.3,0.3,1,1
"Sweden","Apr-2024","Feature",11,41.38333333333333,3.762121212121212,28,28
"Sweden","Feb-2024","Feature",36,108.06666666666666,3.0018518518518515,74,59
"Sweden","Jan-2024","Feature",6,325.46666666666664,54.24444444444444,13,10
"Sweden","Jul-2024","Feature",3,138.56666666666666,46.18888888888889,4,4
"Sweden","Jun-2024","Feature",2,36.35,18.175,2,2
"Sweden","Mar-2024","Feature",6,7.216666666666667,1.2027777777777777,7,7
"Sweden","May-2024","Feature",4,17.733333333333334,4.433333333333334,5,5
"Sweden","Oct-2024","Feature",1,0.06666666666666667,0.06666666666666667,2,2
"Sweden","Sep-2024","Feature",3,17.7,5.8999999999999995,4,4
"Switzerland","Apr-2024","Feature",8,200.31666666666666,25.039583333333333,18,18
"Switzerland","Aug-2024","Feature",1,0,0,2,2
"Switzerland","Feb-2024","Feature",6,86.75,14.458333333333334,11,11
"Switzerland","Jan-2024","Feature",6,5.9,0.9833333333333334,8,8
"Switzerland","Jul-2024","Feature",1,0.05,0.05,1,1
"Switzerland","Jun-2024","Feature",4,26.216666666666665,6.554166666666666,7,7
"Switzerland","Mar-2024","Feature",11,141.28333333333333,12.843939393939394,17,14
"Switzerland","May-2024","Feature",4,20.6,5.15,4,4
"Switzerland","Oct-2024","Feature",3,12.366666666666667,4.122222222222223,3,3
"Switzerland","Sep-2024","Feature",1,106.13333333333334,106.13333333333334,1,1
"Syria","Apr-2024","Feature",2,23.533333333333335,11.766666666666667,2,2
"Syria","Aug-2024","Feature",1,0,0,2,1
"Syria","Feb-2024","Feature",8,30.5,3.8125,18,14
"Syria","Jan-2024","Feature",8,2.3333333333333335,0.2916666666666667,12,9
"Syria","Jul-2024","Feature",1,120.63333333333334,120.63333333333334,3,3
"Syria","Mar-2024","Feature",3,0.16666666666666666,0.05555555555555555,4,4
"Syria","May-2024","Feature",1,0,0,1,1
"Taiwan","Apr-2024","Feature",1,0,0,1,1
"Taiwan","Mar-2024","Feature",1,0.6333333333333333,0.6333333333333333,1,1
"Tajikistan","Feb-2024","Feature",2,0.5833333333333334,0.2916666666666667,4,2
"Tanzania","Apr-2024","Feature",2,1.25,0.625,2,2
"Tanzania","Feb-2024","Feature",3,0.5166666666666667,0.17222222222222225,4,3
"Tanzania","Jun-2024","Feature",1,0.7166666666666667,0.7166666666666667,2,1
"Thailand","Feb-2024","Feature",2,2.933333333333333,1.4666666666666666,2,2
"Thailand","Jan-2024","Feature",1,0.75,0.75,1,1
"Thailand","Mar-2024","Feature",1,0,0,1,1
"Thailand","Sep-2024","Feature",1,0,0,1,1
"Timor-Leste","Feb-2024","Feature",1,76.35,76.35,7,7
"Timor-Leste","Jun-2024","Feature",1,0,0,2,2
"Togo","Apr-2024","Feature",2,0,0,2,2
"Togo","Feb-2024","Feature",6,11.05,1.8416666666666668,7,6
"Togo","Jan-2024","Feature",2,4,2,2,2
"Togo","Mar-2024","Feature",1,0,0,1,1
"Togo","May-2024","Feature",3,9.433333333333334,3.1444444444444444,3,3
"Trinidad and Tobago","Apr-2024","Feature",1,1.3833333333333333,1.3833333333333333,1,1
"Trinidad and Tobago","Aug-2024","Feature",1,6.783333333333333,6.783333333333333,1,1
"Trinidad and Tobago","Feb-2024","Feature",8,70.55,8.81875,14,13
"Trinidad and Tobago","Jan-2024","Feature",12,275.56666666666666,22.96388888888889,16,15
"Trinidad and Tobago","Jul-2024","Feature",1,1.75,1.75,1,1
"Trinidad and Tobago","Jun-2024","Feature",2,47.9,23.95,6,5
"Trinidad and Tobago","Mar-2024","Feature",4,1.5833333333333333,0.3958333333333333,4,4
"Trinidad and Tobago","May-2024","Feature",3,16.65,5.55,4,4
"Trinidad and Tobago","Sep-2024","Feature",3,37.63333333333333,12.544444444444444,6,6
"Tunisia","Apr-2024","Feature",11,21.616666666666667,1.965151515151515,25,23
"Tunisia","Aug-2024","Feature",2,5.416666666666667,2.7083333333333335,4,4
"Tunisia","Feb-2024","Feature",19,158.63333333333333,8.349122807017544,40,35
"Tunisia","Jan-2024","Feature",3,2.433333333333333,0.811111111111111,3,3
"Tunisia","Jul-2024","Feature",1,0.15,0.15,2,2
"Tunisia","Jun-2024","Feature",5,1.1,0.22000000000000003,5,5
"Tunisia","Mar-2024","Feature",5,57.71666666666667,11.543333333333333,7,6
"Tunisia","May-2024","Feature",3,76.91666666666667,25.63888888888889,7,7
"Tunisia","Nov-2024","Feature",1,0,0,1,1
"Tunisia","Oct-2024","Feature",1,1.35,1.35,1,1
"Turkey","Apr-2024","Feature",9,1895.9666666666667,210.66296296296298,35,35
"Turkey","Aug-2024","Feature",3,181.18333333333334,60.394444444444446,5,3
"Turkey","Feb-2024","Feature",29,356.3,12.286206896551725,34,30
"Turkey","Jan-2024","Feature",11,284.81666666666666,25.89242424242424,26,23
"Turkey","Jul-2024","Feature",5,31.266666666666666,6.253333333333333,23,23
"Turkey","Jun-2024","Feature",2,485.6166666666667,242.80833333333334,7,7
"Turkey","Mar-2024","Feature",14,271.18333333333334,19.370238095238097,23,20
"Turkey","May-2024","Feature",5,1039.3166666666666,207.86333333333332,18,17
"Turkey","Oct-2024","Feature",2,3.566666666666667,1.7833333333333334,5,5
"Turkey","Sep-2024","Feature",3,588.5,196.16666666666666,9,7
"Turks and Caicos Islands","Feb-2024","Feature",2,1.0666666666666667,0.5333333333333333,2,2
"Turks and Caicos Islands","Mar-2024","Feature",1,0.55,0.55,1,1
"U.S. Virgin Islands","Apr-2024","Feature",24,2301.116666666667,95.87986111111111,156,151
"U.S. Virgin Islands","Aug-2024","Feature",34,2396.45,70.48382352941177,118,111
"U.S. Virgin Islands","Dec-2024","Feature",1,32.88333333333333,32.88333333333333,3,2
"U.S. Virgin Islands","Feb-2024","Feature",31,2812.25,90.71774193548387,141,135
"U.S. Virgin Islands","Jan-2024","Feature",26,1381.1333333333334,53.12051282051282,84,81
"U.S. Virgin Islands","Jan-2025","Feature",2,72.73333333333333,36.36666666666667,2,2
"U.S. Virgin Islands","Jul-2024","Feature",26,616.2333333333333,23.701282051282053,96,93
"U.S. Virgin Islands","Jun-2024","Feature",33,953.05,28.88030303030303,181,147
"U.S. Virgin Islands","Mar-2024","Feature",42,2002.8,47.68571428571428,160,146
"U.S. Virgin Islands","May-2024","Feature",30,1843.2666666666667,61.44222222222222,148,137
"U.S. Virgin Islands","Nov-2024","Feature",13,1456.8,112.06153846153846,55,54
"U.S. Virgin Islands","Oct-2024","Feature",28,3100.7833333333333,110.7422619047619,114,110
"U.S. Virgin Islands","Sep-2024","Feature",30,2505.3333333333335,83.51111111111112,156,150
"Uganda","Apr-2024","Feature",1,0,0,1,1
"Uganda","Feb-2024","Feature",7,1.4833333333333334,0.2119047619047619,10,9
"Uganda","Jan-2024","Feature",2,14.166666666666666,7.083333333333333,4,3
"Uganda","Jun-2024","Feature",2,0.5166666666666667,0.25833333333333336,2,2
"Uganda","Mar-2024","Feature",1,0.95,0.95,1,1
"Ukraine","Apr-2024","Feature",1,0,0,1,1
"Ukraine","Feb-2024","Feature",1,1.6333333333333333,1.6333333333333333,1,1
"Ukraine","Jan-2024","Feature",5,1.15,0.22999999999999998,6,6
"Ukraine","Mar-2024","Feature",1,4.2,4.2,1,1
"Ukraine","May-2024","Feature",2,17.716666666666665,8.858333333333333,2,2
"Ukraine","Oct-2024","Feature",1,5.833333333333333,5.833333333333333,2,2
"United Arab Emirates","Apr-2024","Feature",10,62.36666666666667,6.236666666666666,14,12
"United Arab Emirates","Feb-2024","Feature",42,130.61666666666667,3.109920634920635,70,59
"United Arab Emirates","Jan-2024","Feature",21,117.7,5.604761904761905,30,28
"United Arab Emirates","Jul-2024","Feature",1,38.46666666666667,38.46666666666667,2,1
"United Arab Emirates","Jun-2024","Feature",5,272.93333333333334,54.586666666666666,7,7
"United Arab Emirates","Mar-2024","Feature",8,10.333333333333334,1.2916666666666667,17,15
"United Arab Emirates","May-2024","Feature",1,0.6166666666666667,0.6166666666666667,1,1
"United Arab Emirates","Nov-2024","Feature",3,19.066666666666666,6.355555555555555,3,3
"United Kingdom","Apr-2024","Feature",49,384.7,7.851020408163265,76,65
"United Kingdom","Aug-2024","Feature",11,5.15,0.4681818181818182,14,13
"United Kingdom","Dec-2024","Feature",1,99.11666666666666,99.11666666666666,2,2
"United Kingdom","Feb-2024","Feature",137,755.5333333333333,5.514841849148418,209,184
"United Kingdom","Jan-2024","Feature",28,154.15,5.505357142857143,61,43
"United Kingdom","Jul-2024","Feature",14,135.51666666666668,9.679761904761905,18,18
"United Kingdom","Jun-2024","Feature",17,351.65,20.685294117647057,24,24
"United Kingdom","Mar-2024","Feature",39,367.45,9.421794871794871,50,47
"United Kingdom","May-2024","Feature",23,251.63333333333333,10.940579710144927,62,45
"United Kingdom","Nov-2024","Feature",2,0,0,2,2
"United Kingdom","Oct-2024","Feature",4,4.85,1.2125,7,5
"United Kingdom","Sep-2024","Feature",11,201.73333333333332,18.33939393939394,26,25
"United States","Apr-2024","Feature",122808,3732690.283333333,30.39452057954965,430046,404432
"United States","Aug-2024","Feature",173722,5451721.166666667,31.381869692190207,616833,581420
"United States","Dec-2024","Feature",12605,943684.5666666667,74.8658918418617,44190,40806
"United States","Feb-2024","Feature",122640,4300261.283333333,35.06410048380083,471362,441872
"United States","Jan-2024","Feature",142566,5579577.216666667,39.136801317752244,563488,531990
"United States","Jan-2025","Feature",7732,598186.8333333334,77.36508449732713,27707,25409
"United States","Jul-2024","Feature",159625,4614130.233333333,28.906062542417125,560765,528245
"United States","Jun-2024","Feature",153145,4084565.5833333335,26.671230424325532,534847,506341
"United States","Mar-2024","Feature",126127,3945164.316666667,31.27930036127607,486146,448720
"United States","May-2024","Feature",141187,3976973.5166666666,28.168128203493712,500225,470887
"United States","Nov-2024","Feature",72831,2456888.2,33.73409949060153,233354,219940
"United States","Oct-2024","Feature",158391,5246591.883333334,33.124305568708664,586936,553898
"United States","Sep-2024","Feature",172324,5838996.833333333,33.883828331128186,623599,595084
"Uruguay","Apr-2024","Feature",1149,108124.4,94.103046127067,5519,5079
"Uruguay","Aug-2024","Feature",1387,142287.51666666666,102.58652968036529,6654,6200
"Uruguay","Dec-2024","Feature",189,18558.866666666665,98.19506172839505,923,852
"Uruguay","Feb-2024","Feature",952,79146.68333333333,83.13727240896358,4502,4149
"Uruguay","Jan-2024","Feature",962,85716.38333333333,89.10226957726958,4550,4245
"Uruguay","Jan-2025","Feature",118,7289.916666666667,61.77895480225989,431,387
"Uruguay","Jul-2024","Feature",1221,133012.21666666667,108.93711438711439,5804,5446
"Uruguay","Jun-2024","Feature",1277,154337.26666666666,120.85925345862698,6580,6146
"Uruguay","Mar-2024","Feature",913,84484.4,92.53493975903613,4712,4321
"Uruguay","May-2024","Feature",1323,147714.48333333334,111.65115898211137,6901,6411
"Uruguay","Nov-2024","Feature",671,59763.933333333334,89.06696472925981,2759,2579
"Uruguay","Oct-2024","Feature",1194,116957.88333333333,97.95467615857063,4831,4533
"Uruguay","Sep-2024","Feature",1303,128614.58333333333,98.70651061652596,5859,5502
"Uzbekistan","Apr-2024","Feature",1,1.0333333333333334,1.0333333333333334,2,2
"Uzbekistan","Feb-2024","Feature",14,11.216666666666667,0.8011904761904762,19,18
"Uzbekistan","Jan-2024","Feature",2,5.283333333333333,2.6416666666666666,6,6
"Uzbekistan","Mar-2024","Feature",5,50.71666666666667,10.143333333333334,7,5
"Uzbekistan","Oct-2024","Feature",1,17.416666666666668,17.416666666666668,1,1
"Venezuela","Apr-2024","Feature",14107,1119539.75,79.3605833983129,70729,65567
"Venezuela","Aug-2024","Feature",21616,1950889.8166666667,90.25211957192204,117168,108654
"Venezuela","Dec-2024","Feature",1468,149831.26666666666,102.06489554950045,7311,6762
"Venezuela","Feb-2024","Feature",14373,1086464.8833333333,75.5906827616596,74152,68921
"Venezuela","Jan-2024","Feature",15043,1204975.6333333333,80.1020829178577,76693,71556
"Venezuela","Jan-2025","Feature",1111,109921.51666666666,98.93925892589259,5228,4826
"Venezuela","Jul-2024","Feature",20657,1798402.1666666667,87.06018137515935,110134,102845
"Venezuela","Jun-2024","Feature",19738,1824323.8,92.42698348363562,110372,102892
"Venezuela","Mar-2024","Feature",13692,1082107.7,79.03211364300321,72008,66777
"Venezuela","May-2024","Feature",17477,1510408.6166666667,86.42264786099827,95567,89240
"Venezuela","Nov-2024","Feature",9611,704851.6833333333,73.33801720251101,40407,37838
"Venezuela","Oct-2024","Feature",18655,1518779.9333333333,81.41409452336282,90962,84646
"Venezuela","Sep-2024","Feature",19950,1780581.4166666667,89.25220133667503,106206,98735
"Vietnam","Aug-2024","Feature",1,46.016666666666666,46.016666666666666,4,4
"Vietnam","Feb-2024","Feature",4,0.31666666666666665,0.07916666666666666,4,4
"Vietnam","Jul-2024","Feature",1,67.26666666666667,67.26666666666667,1,1
"Vietnam","Mar-2024","Feature",1,0.45,0.45,1,1
"Vietnam","Sep-2024","Feature",1,67.43333333333334,67.43333333333334,1,1
"Yemen","Apr-2024","Feature",1,13.483333333333333,13.483333333333333,1,1
"Yemen","Aug-2024","Feature",1,0,0,1,1
"Yemen","Feb-2024","Feature",2,0.8166666666666667,0.4083333333333333,4,4
"Yemen","Jan-2024","Feature",1,0,0,1,1
"Yemen","Jun-2024","Feature",1,0,0,2,2
"Yemen","Mar-2024","Feature",1,1.55,1.55,4,3
"Zambia","Apr-2024","Feature",7,25.933333333333334,3.704761904761905,10,10
"Zambia","Feb-2024","Feature",3,0.7333333333333333,0.24444444444444444,4,4
"Zambia","Jun-2024","Feature",1,0,0,1,1
"Zambia","May-2024","Feature",5,5.55,1.1099999999999999,7,7
"Zimbabwe","Feb-2024","Feature",3,0.5833333333333334,0.19444444444444445,3,3
"Zimbabwe","Jul-2024","Feature",1,0,0,1,1
"Zimbabwe","Mar-2024","Feature",1,0,0,1,1
"Argentina","Apr-2024","Short",32,40.916666666666664,1.2786458333333333,39,37
"Argentina","Aug-2024","Short",50,34.833333333333336,0.6966666666666668,69,66
"Argentina","Dec-2024","Short",3,2.2333333333333334,0.7444444444444445,3,3
"Argentina","Feb-2024","Short",68,98.56666666666666,1.4495098039215686,127,115
"Argentina","Jan-2024","Short",60,84.83333333333333,1.4138888888888888,96,89
"Argentina","Jan-2025","Short",3,5.366666666666666,1.7888888888888888,4,3
"Argentina","Jul-2024","Short",55,53.75,0.9772727272727273,62,59
"Argentina","Jun-2024","Short",37,39.4,1.0648648648648649,44,42
"Argentina","Mar-2024","Short",35,126.05,3.6014285714285714,59,38
"Argentina","May-2024","Short",46,51.38333333333333,1.1170289855072464,61,57
"Argentina","Nov-2024","Short",14,6.933333333333334,0.49523809523809526,18,15
"Argentina","Oct-2024","Short",46,54,1.173913043478261,53,50
"Argentina","Sep-2024","Short",43,31.466666666666665,0.7317829457364341,52,47
"Belize","May-2024","Short",1,0,0,1,1
"Belize","Oct-2024","Short",1,0.08333333333333333,0.08333333333333333,1,1
"Bolivia","Apr-2024","Short",24,41.333333333333336,1.7222222222222223,31,30
"Bolivia","Aug-2024","Short",23,11.5,0.5,27,25
"Bolivia","Dec-2024","Short",1,0.6833333333333333,0.6833333333333333,2,2
"Bolivia","Feb-2024","Short",27,188.01666666666668,6.963580246913581,93,39
"Bolivia","Jan-2024","Short",32,64.08333333333333,2.0026041666666665,48,40
"Bolivia","Jan-2025","Short",2,0,0,2,2
"Bolivia","Jul-2024","Short",35,33.75,0.9642857142857143,41,39
"Bolivia","Jun-2024","Short",22,9.466666666666667,0.4303030303030303,24,24
"Bolivia","Mar-2024","Short",22,16.266666666666666,0.7393939393939394,25,24
"Bolivia","May-2024","Short",16,12.216666666666667,0.7635416666666667,27,25
"Bolivia","Nov-2024","Short",9,4.666666666666667,0.5185185185185186,10,10
"Bolivia","Oct-2024","Short",16,14.65,0.915625,21,21
"Bolivia","Sep-2024","Short",20,23.116666666666667,1.1558333333333333,26,24
"Brazil","Apr-2024","Short",6,1.1333333333333333,0.18888888888888888,7,7
"Brazil","Aug-2024","Short",6,0.7,0.11666666666666665,8,7
"Brazil","Feb-2024","Short",1,0.3,0.3,1,1
"Brazil","Jan-2024","Short",3,1,0.3333333333333333,6,6
"Brazil","Jan-2025","Short",2,0.7,0.35,2,2
"Brazil","Jul-2024","Short",8,1.75,0.21875,12,11
"Brazil","Jun-2024","Short",1,0.11666666666666667,0.11666666666666667,1,1
"Brazil","Mar-2024","Short",3,3.0833333333333335,1.027777777777778,4,4
"Brazil","May-2024","Short",6,0.55,0.09166666666666667,6,6
"Brazil","Nov-2024","Short",2,3.55,1.775,2,2
"Brazil","Oct-2024","Short",5,1.7333333333333334,0.3466666666666667,13,13
"Brazil","Sep-2024","Short",8,0.75,0.09375,9,9
"Chile","Apr-2024","Short",27,49.35,1.8277777777777777,42,40
"Chile","Aug-2024","Short",22,17.333333333333332,0.7878787878787878,24,24
"Chile","Dec-2024","Short",1,1.0166666666666666,1.0166666666666666,1,1
"Chile","Feb-2024","Short",35,30.283333333333335,0.8652380952380953,51,45
"Chile","Jan-2024","Short",56,71.33333333333333,1.2738095238095237,106,90
"Chile","Jan-2025","Short",3,1.85,0.6166666666666667,5,4
"Chile","Jul-2024","Short",31,29.416666666666668,0.9489247311827957,36,36
"Chile","Jun-2024","Short",20,14.316666666666666,0.7158333333333333,23,21
"Chile","Mar-2024","Short",47,150.66666666666666,3.205673758865248,104,64
"Chile","May-2024","Short",20,16.416666666666668,0.8208333333333334,22,20
"Chile","Nov-2024","Short",10,8.8,0.8800000000000001,11,11
"Chile","Oct-2024","Short",24,21.55,0.8979166666666667,24,24
"Chile","Sep-2024","Short",25,32.18333333333333,1.2873333333333332,29,26
"Colombia","Apr-2024","Short",514,479.23333333333335,0.932360570687419,609,571
"Colombia","Aug-2024","Short",723,580.8333333333334,0.8033656062701706,832,794
"Colombia","Dec-2024","Short",29,34.81666666666667,1.2005747126436783,44,37
"Colombia","Feb-2024","Short",759,1298.9166666666667,1.711352657004831,1283,1038
"Colombia","Jan-2024","Short",730,1499.4166666666667,2.0539954337899546,1277,1000
"Colombia","Jan-2025","Short",24,24.566666666666666,1.023611111111111,27,27
"Colombia","Jul-2024","Short",803,663.4,0.8261519302615192,930,885
"Colombia","Jun-2024","Short",803,759.9666666666667,0.946409298464093,937,887
"Colombia","Mar-2024","Short",638,1161.3666666666666,1.8203239289446185,1109,851
"Colombia","May-2024","Short",616,549.3833333333333,0.8918560606060606,714,673
"Colombia","Nov-2024","Short",297,195.6,0.6585858585858586,359,335
"Colombia","Oct-2024","Short",997,791.9,0.7942828485456369,1226,1133
"Colombia","Sep-2024","Short",765,614.9833333333333,0.8038997821350763,875,831
"Costa Rica","Apr-2024","Short",12,4.933333333333334,0.41111111111111115,15,14
"Costa Rica","Aug-2024","Short",13,5.5,0.4230769230769231,16,15
"Costa Rica","Feb-2024","Short",15,15.733333333333333,1.0488888888888888,16,15
"Costa Rica","Jan-2024","Short",10,7.383333333333334,0.7383333333333334,11,11
"Costa Rica","Jul-2024","Short",14,12.716666666666667,0.9083333333333333,25,23
"Costa Rica","Jun-2024","Short",11,8.566666666666666,0.7787878787878788,17,16
"Costa Rica","Mar-2024","Short",12,12.25,1.0208333333333333,14,14
"Costa Rica","May-2024","Short",12,10.216666666666667,0.8513888888888889,13,13
"Costa Rica","Nov-2024","Short",6,3.55,0.5916666666666667,7,6
"Costa Rica","Oct-2024","Short",17,46.35,2.726470588235294,19,19
"Costa Rica","Sep-2024","Short",16,11.35,0.709375,17,17
"Cuba","Apr-2024","Short",9,4.2,0.4666666666666667,12,10
"Cuba","Aug-2024","Short",8,5.95,0.74375,12,12
"Cuba","Dec-2024","Short",2,1.5333333333333334,0.7666666666666667,2,2
"Cuba","Feb-2024","Short",19,194.18333333333334,10.220175438596492,83,83
"Cuba","Jan-2024","Short",20,9.833333333333334,0.4916666666666667,27,23
"Cuba","Jan-2025","Short",1,0.016666666666666666,0.016666666666666666,1,1
"Cuba","Jul-2024","Short",9,5.5,0.6111111111111112,9,9
"Cuba","Jun-2024","Short",7,3.6166666666666667,0.5166666666666667,8,8
"Cuba","Mar-2024","Short",4,1.6333333333333333,0.4083333333333333,4,4
"Cuba","May-2024","Short",5,6.833333333333333,1.3666666666666667,5,5
"Cuba","Oct-2024","Short",6,1.95,0.325,7,6
"Cuba","Sep-2024","Short",7,6.816666666666666,0.9738095238095238,8,7
"Dominican Republic","Apr-2024","Short",32,13.866666666666667,0.43333333333333335,34,34
"Dominican Republic","Aug-2024","Short",28,25.333333333333332,0.9047619047619048,32,31
"Dominican Republic","Dec-2024","Short",1,0.6,0.6,1,1
